seq_name,cell_types_98,cell_types_50,cell_types_25
LS-15542_S04_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S05_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S06_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S07_E1-50,L5 IT VISp Col27a1,n29,n28
LS-15542_S08_E1-50,L5 IT VISp Col6a1 Fezf2,n29,n28
LS-15542_S09_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S10_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S11_E1-50,L5 PT VISp C1ql2 Ptgfr,n9,n8
LS-15542_S12_E1-50,L6 IT VISp Col18a1,n33,n33
LS-15542_S13_E1-50,L5 PT VISp Krt80,n9,n8
LS-15542_S14_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S15_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
LS-15542_S16_E1-50,L5 IT VISp Col27a1,n29,n28
LS-15542_S17_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S18_E1-50,L5 IT VISp Col27a1,n29,n28
LS-15542_S19_E1-50,L5 PT VISp C1ql2 Ptgfr,n9,n8
LS-15542_S20_E1-50,L5 IT VISp Col27a1,n29,n28
LS-15542_S21_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S22_E1-50,L5 PT VISp Krt80,n9,n8
LS-15542_S23_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S24_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
LS-15544_S01_E1-50,L5 IT VISp Col27a1,n29,n28
LS-15544_S02_E1-50,L5 IT VISp Whrn Tox2,n30,n28
LS-15544_S03_E1-50,L5 PT VISp Krt80,n9,n8
LS-15544_S04_E1-50,L5 IT VISp Col27a1,n29,n28
LS-15544_S05_E1-50,L5 IT VISp Batf3,n30,n28
LS-15544_S06_E1-50,L6 IT VISp Col18a1,n33,n33
LS-15544_S07_E1-50,L5 IT VISp Col27a1,n29,n28
LS-15544_S08_E1-50,L5 IT VISp Batf3,n30,n28
LS-15544_S09_E1-50,L5 PT VISp Krt80,n9,n8
LS-15544_S10_E1-50,Sst Chrna2 Ptgdr,n94,n91
LS-15544_S11_E1-50,L5 IT VISp Batf3,n30,n28
LS-15544_S12_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
LS-15544_S13_E1-50,L5 IT VISp Col27a1,n29,n28
LS-15544_S14_E1-50,L6 IT VISp Col18a1,n33,n33
LS-15544_S15_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
LS-15544_S16_E1-50,L5 IT VISp Batf3,n30,n28
LS-15544_S17_E1-50,L5 IT VISp Batf3,n30,n28
LS-15544_S18_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
LS-15544_S19_E1-50,L6 IT VISp Col18a1,n33,n33
LS-15544_S20_E1-50,L5 PT VISp C1ql2 Ptgfr,n9,n8
LS-15544_S21_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
LS-15544_S22_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
LS-15544_S23_E1-50,L5 PT VISp C1ql2 Ptgfr,n9,n8
LS-15544_S24_E1-50,L5 IT VISp Col27a1,n29,n28
LS-15544_S25_E1-50,L5 IT VISp Batf3,n30,n28
LS-15544_S26_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
LS-15544_S27_E1-50,L6 CT VISp Nxph2 Wls,n47,n46
LS-15544_S28_E1-50,L6 IT VISp Col23a1 Adamts2,n33,n33
LS-15544_S29_E1-50,L5 IT VISp Batf3,n30,n28
LS-15544_S30_E1-50,L5 PT VISp C1ql2 Ptgfr,n9,n8
LS-15544_S31_E1-50,L5 IT VISp Col27a1,n29,n28
LS-15544_S32_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
LS-15542_S25_E1-50,L5 IT VISp Col27a1,n29,n28
LS-15542_S26_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S27_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S28_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
LS-15542_S29_E1-50,Sst Chrna2 Ptgdr,n94,n91
LS-15542_S30_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S31_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S32_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S33_E1-50,L5 IT VISp Batf3,n30,n28
LS-15542_S34_E1-50,L5 PT VISp Krt80,n9,n8
LS-15542_S35_E1-50,Sst Chrna2 Glra3,n95,n91
LS-15542_S36_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
LS-15542_S37_E1-50,L6 CT VISp Nxph2 Wls,n47,n46
LS-15542_S38_E1-50,L6 CT VISp Nxph2 Wls,n47,n46
LS-15542_S40_E1-50,Sst Esm1,n98,n91
SM-D9CXP_S95_E1-50,Sst Rxfp1 Eya1,n100,n91
LS-15542_S41_E1-50,Pvalb Reln Itm2a,n111,n110
LS-15542_S42_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S43_E1-50,Pvalb Reln Itm2a,n111,n110
LS-15542_S44_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S45_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S46_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S47_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S48_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S57_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S58_E1-50,Pvalb Vipr2,Pvalb Vipr2,Pvalb Vipr2
LS-15542_S59_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S60_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S61_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S62_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S63_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S64_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S65_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S66_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S67_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S68_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15542_S69_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S70_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S71_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15542_S72_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S33_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S34_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S35_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S36_E1-50,Pvalb Reln Itm2a,n111,n110
LS-15544_S37_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15544_S38_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S39_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S40_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15544_S41_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S42_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S43_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15544_S44_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S45_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S46_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S47_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S48_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15544_S49_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S50_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S52_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15544_S53_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15544_S54_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15544_S57_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S58_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S59_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S60_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S61_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S62_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S63_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S64_E1-50,Pvalb Vipr2,Pvalb Vipr2,Pvalb Vipr2
LS-15544_S73_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S74_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S75_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S76_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S77_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S78_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S79_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S80_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S81_E1-50,Sst Tac1 Htr1d,n105,n91
LS-15544_S82_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S83_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S84_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S85_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S86_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S87_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S88_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S57_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S58_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S59_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S60_E1-50,Pvalb Tpbg,n111,n110
LS-15545_S61_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S62_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S63_E1-50,Pvalb Reln Itm2a,n111,n110
LS-15545_S64_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S65_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S66_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S67_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S68_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15545_S69_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S70_E1-50,Pvalb Calb1 Sst,n111,n110
LS-15545_S71_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15545_S72_E1-50,Pvalb Calb1 Sst,n111,n110
LS-15545_S81_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S82_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S83_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S84_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S85_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15545_S86_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S87_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S88_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S89_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S90_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S91_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S92_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S93_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S94_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S95_E1-50,Pvalb Reln Tac1,n111,n110
LS-15545_S96_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15544_S89_E1-50,Pvalb Reln Tac1,n111,n110
LS-15544_S90_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S91_E1-50,Lamp5 Plch2 Dock5,n82,n79
LS-15544_S92_E1-50,Sst Tac1 Htr1d,n105,n91
LS-15544_S93_E1-50,Pvalb Tpbg,n111,n110
LS-15544_S94_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
LS-15544_S95_E1-50,Pvalb Gabrg1,Pvalb Gabrg1,n110
LS-15544_S96_E1-50,Pvalb Sema3e Kank4,n111,n110
LS-15542_S73_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15542_S74_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15542_S75_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S76_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15542_S77_E1-50,Pvalb Sema3e Kank4,n111,n110
LS-15542_S78_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15542_S79_E1-50,Pvalb Calb1 Sst,n111,n110
LS-15542_S80_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S81_E1-50,Sst Mme Fam114a1,n105,n91
LS-15542_S82_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S83_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S84_E1-50,Sst Mme Fam114a1,n105,n91
LS-15542_S85_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S86_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S87_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15542_S88_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S89_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S90_E1-50,Pvalb Calb1 Sst,n111,n110
LS-15542_S91_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S92_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15542_S93_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S94_E1-50,Pvalb Reln Tac1,n111,n110
LS-15542_S95_E1-50,Pvalb Tpbg,n111,n110
LS-15542_S96_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S01_E1-50,Pvalb Sema3e Kank4,n111,n110
LS-15546_S02_E1-50,Pvalb Sema3e Kank4,n111,n110
LS-15546_S03_E1-50,Pvalb Th Sst,Pvalb Th Sst,n110
LS-15546_S04_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S05_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15546_S06_E1-50,Pvalb Sema3e Kank4,n111,n110
LS-15546_S07_E1-50,Pvalb Sema3e Kank4,n111,n110
LS-15546_S08_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15546_S09_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S10_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S11_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S12_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S13_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15546_S14_E1-50,Pvalb Sema3e Kank4,n111,n110
LS-15546_S15_E1-50,Pvalb Akr1c18 Ntf3,n111,n110
LS-15546_S16_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S17_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S18_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15546_S19_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S20_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S21_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15546_S22_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S23_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S24_E1-50,Pvalb Sema3e Kank4,n111,n110
LS-15546_S25_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S26_E1-50,Pvalb Reln Itm2a,n111,n110
LS-15546_S27_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S28_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S29_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15546_S30_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S31_E1-50,Pvalb Gpr149 Islr,n111,n110
LS-15546_S32_E1-50,Pvalb Reln Tac1,n111,n110
LS-15546_S34_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S35_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S36_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S37_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S38_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S39_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S40_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S42_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S43_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S44_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S45_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S46_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S47_E1-50,Pvalb Tpbg,n111,n110
LS-15546_S48_E1-50,Pvalb Tpbg,n111,n110
LS-15552_S27_E1-50,Pvalb Vipr2,Pvalb Vipr2,Pvalb Vipr2
LS-15552_S43_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
LS-15552_S45_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-15552_S47_E1-50,Vip Lmo1 Fam159b,n67,n66
LS-15552_S48_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
LS-15552_S50_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-15561_S44_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-15561_S46_E1-50,L6 IT VISp Penk Col27a1,n33,n33
LS-15561_S48_E1-50,L6 IT VISp Penk Col27a1,n33,n33
LS-15561_S52_E1-50,L5 NP VISp Trhr Met,n43,n42
LS-15561_S55_E1-50,L6 IT VISp Penk Col27a1,n33,n33
LS-15561_S59_E1-50,Sst Calb2 Pdlim5,n108,n91
LS-15561_S60_E1-50,L5 PT VISp Chrna6,L5 PT VISp Chrna6,L5 PT VISp Chrna6
LS-15561_S61_E1-50,L5 NP VISp Trhr Met,n43,n42
LS-15561_S62_E1-50,L2/3 IT VISp Agmat,n39,n36
LS-15561_S68_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-15561_S69_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-15561_S70_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
LS-15561_S73_E1-50,Pvalb Tpbg,n111,n110
LS-15561_S76_E1-50,Vip Ptprt Pkp2,n73,n66
LS-15561_S78_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-15553_S15_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
LS-15553_S16_E1-50,Sst Rxfp1 Eya1,n100,n91
LS-15553_S17_E1-50,L5 PT VISp Krt80,n9,n8
LS-15553_S18_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-15553_S19_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-15553_S25_E1-50,Vip Lect1 Oxtr,n73,n66
SQ-80004_S36_E1-50,Vip Chat Htr1f,n72,n66
SQ-80004_S37_E1-50,L2/3 IT VISp Rrad,n39,n36
SQ-80004_S40_E1-50,Pvalb Vipr2,Pvalb Vipr2,Pvalb Vipr2
SQ-80004_S41_E1-50,Lamp5 Lsp1,Lamp5 Lsp1,n78
SQ-80004_S44_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SQ-80004_S48_E1-50,Vip Lmo1 Myl1,n67,n66
SQ-80001_S04_E1-50,Pvalb Tpbg,n111,n110
SQ-80001_S10_E1-50,Vip Chat Htr1f,n72,n66
SQ-80001_S11_E1-50,Vip Crispld2 Kcne4,n65,n64
SQ-80001_S12_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SQ-80001_S13_E1-50,L5 NP VISp Trhr Met,n43,n42
SQ-80001_S15_E1-50,Pvalb Vipr2,Pvalb Vipr2,Pvalb Vipr2
SQ-80001_S16_E1-50,Sst Calb2 Necab1,n108,n91
SQ-80001_S26_E1-50,L6 CT VISp Ctxn3 Sla,n47,n46
SQ-80001_S32_E1-50,Pvalb Vipr2,Pvalb Vipr2,Pvalb Vipr2
LS-15576_S01_E1-50,L5 NP VISp Trhr Met,n43,n42
LS-15576_S02_E1-50,L5 NP VISp Trhr Met,n43,n42
LS-15576_S03_E1-50,L5 NP VISp Trhr Met,n43,n42
LS-15576_S04_E1-50,L5 PT VISp Krt80,n9,n8
LS-15576_S05_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-15576_S06_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
LS-15576_S07_E1-50,L5 NP VISp Trhr Met,n43,n42
LS-15576_S09_E1-50,L5 PT VISp Krt80,n9,n8
LS-15576_S10_E1-50,L5 NP VISp Trhr Met,n43,n42
LS-15576_S11_E1-50,L5 PT VISp Lgr5,n9,n8
LS-15576_S12_E1-50,L5 PT VISp Krt80,n9,n8
LS-15576_S13_E1-50,L5 PT VISp Krt80,n9,n8
LS-15576_S15_E1-50,L5 PT VISp C1ql2 Cdh13,n9,n8
LS-15576_S16_E1-50,L6 IT ALM Tgfb1,n23,n23
LS-15577_S01_E1-50,L5 PT VISp Krt80,n9,n8
LS-15577_S02_E1-50,L5 NP VISp Trhr Met,n43,n42
LS-15577_S03_E1-50,L5 PT VISp Krt80,n9,n8
LS-15577_S05_E1-50,L5 PT VISp Krt80,n9,n8
LS-15577_S06_E1-50,L5 NP VISp Trhr Met,n43,n42
LS-15577_S07_E1-50,L5 NP VISp Trhr Met,n43,n42
SM-D9EP5_S01_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S02_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S03_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S04_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S05_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S06_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S07_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S08_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S09_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S10_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S11_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S12_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S13_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S14_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S15_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP5_S16_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S01_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S02_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S03_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S04_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S05_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S06_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S07_E1-50,L5 PT VISp Chrna6,L5 PT VISp Chrna6,L5 PT VISp Chrna6
SM-D9EP8_S08_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
SM-D9EP8_S09_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S10_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S11_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S12_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S13_E1-50,L5 IT VISp Batf3,n30,n28
SM-D9EP8_S14_E1-50,L5 IT VISp Whrn Tox2,n30,n28
SM-D9EP8_S15_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9EP8_S16_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CYV_S09_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CYV_S10_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CYV_S11_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CYV_S12_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CYV_S13_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CYV_S14_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CYV_S15_E1-50,L5 IT VISp Batf3,n30,n28
SM-D9CYV_S16_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CZ2_S01_E1-50,L5 IT VISp Whrn Tox2,n30,n28
SM-D9CZ2_S02_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CZ2_S03_E1-50,L5 IT VISp Hsd11b1 Endou,n30,n28
SM-D9CZ2_S04_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CZ2_S05_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CZ2_S06_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CZ2_S07_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CZ2_S08_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CZ2_S10_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CZ2_S11_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CZ2_S12_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CZ2_S13_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
SM-D9CZ2_S14_E1-50,L4 IT VISp Rspo1,L4 IT VISp Rspo1,L4 IT VISp Rspo1
